gene,ppi_degree,phenotype_degree,ppi_betweenness,phenotype_betweenness,module_multiplex,module_ppi,module_phenotype,e1,e2,e3,e4,a1,a2,a3,as,common,common_all,a_specific,e_specific,annotated_type
BCL11A,1,21,0.0,3.43792651775861e-08,14,19,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
BCORL1,0,2,0.0,0.0,3,79,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
BCS1L,9,1,0.0005001715355617608,0.0,2,9,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
BDNF,45,5,0.012120461691771497,0.002372421412053703,1,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
BICDL1,1,0,0.0,0.0,7,11,356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
BIRC6,1,2,0.0,0.0016781104378749507,5,3,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
BMP4,26,8,0.004545423592654543,0.002161733693232326,1,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
BMP5,2,3,0.0,0.0008461850963780983,12,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
BOLA3,2,2,8.634062390424182e-05,0.00027673843059358326,2,14,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
BRAF,25,62,0.0011781291271124685,0.00782255332784172,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
BRAT1,0,0,0.0,0.0,95,201,293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
BRCA2,8,12,0.0014021950724077395,0.000561096520486774,4,2,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
BRD2,5,10,0.0003182228188290351,2.1131093798546605e-06,4,2,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
BRD4,4,2,2.5073151708572407e-05,0.0008189140965301009,4,2,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
BRSK2,3,0,6.965562702384289e-05,0.0,8,1,319,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
BRWD3,0,11,0.0,0.0028543647687461118,5,71,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism S"
BSCL2,0,0,0.0,0.0,141,296,412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
BSN,8,0,7.051511732251939e-05,0.0,6,8,238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
BST1,18,101,0.006884514711120231,0.0025378856858003676,1,16,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
BTAF1,4,1,1.1277387581347339e-05,0.0,4,2,43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
BTRC,43,96,0.00488116400610077,0.003210214224931466,1,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
C10orf2,4,4,0.0,1.6305955943897266e-06,2,9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
C12orf57,2,0,9.27055981655174e-06,0.0,11,15,115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism S"
C15orf62,0,0,0.0,0.0,98,208,298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
C16orf62,0,0,0.0,0.0,49,98,155,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
C18orf25,0,0,0.0,0.0,100,212,302,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
C3,52,3,0.010701552469153733,0.0008189140965301009,9,6,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
C4B,4,1,0.0016647354076007345,0.0,9,6,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
C7orf55,1,0,0.0,0.0,2,9,237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CA6,0,0,0.0,0.0,116,246,352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CACNA1A,26,4,0.00647451593926266,0.000405856006207337,3,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism S"
CACNA1B,20,47,0.0008505388128469851,0.0012749611120461948,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CACNA1C,35,49,0.006190871793395234,0.0008032741514740861,3,5,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
CACNA1D,22,41,0.0020065488750339584,0.0006330962865393159,3,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 2"
CACNA1E,17,20,0.000894400761885685,0.0032288205305707773,3,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CACNA1F,14,20,3.0892794516685416e-05,0.0008384754290833683,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CACNA1G,9,4,4.6814389179773134e-05,0.0014372788912926685,3,5,10,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
CACNA1H,15,21,0.0001986287229768744,0.00011460388297127514,3,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 1, Autism 2"
CACNA1I,4,50,2.0951748106273798e-05,0.0033565923735263195,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CACNA2D1,13,34,4.982924035870186e-05,0.0009053037229908745,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
CACNA2D2,16,73,0.0005614868176955924,0.007620009888324101,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CACNA2D3,10,61,7.989680667443228e-05,0.006144343025309529,3,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CACNB2,20,39,0.000867751892156608,0.001058541112425334,3,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CACNB4,16,35,0.001133835645897247,0.0006586384811417855,3,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CACNG2,33,70,0.0026234746297526543,0.0049345752988129675,3,7,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CAD,9,2,0.0008022739534291627,0.0,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CADM1,2,6,0.0006246905058940011,0.00123224513751124,6,10,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CADM2,1,2,0.0,0.0,6,7,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CADPS,2,5,8.445484772383946e-06,0.0,8,17,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CADPS2,3,5,3.5095200905108145e-06,0.0,8,1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CALM2,32,139,0.006653055480474058,0.014521670683765186,3,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CALN1,0,8,0.0,0.0025811129760738493,5,108,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CAMK2A,35,136,0.008069496526666624,0.005375424603476966,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
CAMK2B,31,136,0.004937678732463401,0.004682921948174657,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
CAMK4,7,73,0.000590366654839591,0.0035325726309779586,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CAMTA1,0,0,0.0,0.0,61,127,198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CAPN12,0,8,0.0,0.0006217023682028984,5,264,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CAPRIN1,1,0,0.0,0.0,6,7,78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CARD11,3,1,1.0115794955403148e-05,0.0,1,1,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CARD9,2,2,8.635251635494535e-06,0.0,1,15,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CARS2,7,4,2.2919510118390735e-07,2.3045441492667601e-07,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CASC4,0,0,0.0,0.0,35,72,114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CASK,22,13,0.001227403179784054,3.3160597195544796e-07,6,8,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 2, Autism 1"
CASR,43,1,0.0009894993653844584,0.0,9,6,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CASZ1,0,22,0.0,7.6103169039352826e-06,14,132,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CAV3,16,0,0.0015230476223589437,0.0,3,5,435,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CBL,38,92,0.0030194543584005904,0.00024984839491996516,1,8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CC2D1A,0,14,0.0,0.0015558808855528025,7,329,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CC2D2A,21,18,0.0,0.00023191111335255419,5,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CCDC88A,1,0,0.0,0.0,5,3,432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CCDC88C,1,0,0.0,0.0,1,3,404,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 2, Autism 3"
CCDC91,0,0,0.0,0.0,91,186,271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CCIN,1,1,0.0,0.0,11,27,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CCNG1,5,3,0.0018426185946726111,0.0,4,3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CCNK,10,8,0.001718387903993621,5.710309048258809e-05,4,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
CCSER1,1,0,0.0,0.0,5,3,94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CCT4,19,17,0.006296350993721863,5.5447747912302626e-05,5,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CD276,1,20,0.0,0.00013738696310531493,1,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CD38,9,71,0.001749556818899393,0.0020965895416960793,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CD46,4,7,0.00012231238135052447,0.001943911933429589,9,6,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CD59,30,57,0.016359209194382985,0.0031618341941885876,1,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CD99L2,0,9,0.0,0.0005433568868981137,9,239,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CDC42BPB,0,0,0.0,0.0,120,251,362,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CDH10,5,6,0.0,0.0,15,1,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CDH11,6,6,0.000190679247777595,0.0,15,1,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CDH13,5,6,0.0,0.0,15,1,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CDH22,0,6,0.0,0.0,15,290,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CDH8,5,6,0.0,0.0,15,1,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CDH9,5,6,0.0,0.0,15,1,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CDK13,1,5,0.0,2.2906993102177245e-06,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
CDK5,29,75,0.006799558273772132,0.0003844582279070376,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
CDK8,16,79,0.0010763465837944418,0.0024182962284296007,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Autism S
CDKL5,6,16,0.001393870075673434,0.00166681459438412,6,5,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
CECR2,2,0,6.0975259715560376e-05,0.0,2,10,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CELF4,0,12,0.0,0.0,10,254,15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
CELF6,0,12,0.0,0.0,10,34,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CELSR3,1,6,0.0,0.0,15,3,20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CENPE,30,16,0.0011333028149976018,0.003284997923188048,5,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
CENPJ,29,4,0.0012343533605301987,0.0011250467848404344,5,3,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
CENPW,1,3,0.0,5.729877529597683e-07,10,2,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CEP135,27,15,0.0015115758914088012,0.004590029001769676,5,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CEP164,24,9,0.00045421943812452636,0.0,5,3,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CEP290,30,19,0.0012615237746988978,0.0002882240755627251,5,3,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3, Autism S"
CEP41,23,16,0.0004028014096250394,0.0001891687638398046,5,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CERS1,0,26,0.0,0.0018167382125791381,2,159,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CGNL1,0,1,0.0,0.0,11,119,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CHAMP1,1,20,0.0,0.0,14,2,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
CHD1,9,3,0.00033860736747862575,3.4379265177586097e-07,4,2,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Autism 3, Autism S"
CHD1L,3,16,6.067859450409092e-06,0.002346688850884708,4,2,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CHD2,1,21,0.0,0.0015129713063028606,3,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"Epilepsy 1, Autism 1"
CHD3,14,2,0.00028648265339568767,0.0,4,2,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 1"
CHD4,15,0,0.000357147540197446,0.0,4,2,239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CHD7,4,1,0.00011585272785141345,0.0,9,2,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
CHD8,13,12,0.006283982090190652,0.00034323330852173434,6,2,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 1"
CHKB,1,3,0.0,3.234093147150193e-05,3,13,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism S"
CHL1,5,16,0.00025842740689286894,3.025390948713021e-06,11,8,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CHMP1A,2,0,8.295315477369796e-06,0.0,5,13,440,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CHN1,3,1,0.00012150230606379573,0.0,4,1,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CHRDL1,12,0,0.0,0.0,1,1,124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CHRFAM7A,1,5,0.0,0.00054612124336571,3,22,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CHRM3,18,19,6.993024343726816e-07,0.00024245707210708586,9,6,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CHRNA2,5,2,0.00018810861937820103,0.0,3,13,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CHRNA4,6,15,0.0037866024631729553,0.001202510534898453,3,13,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CHRNA7,4,2,0.0,0.0,3,13,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 2"
CHRNB2,4,31,0.0,0.0021186822719335193,3,13,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CHRNB3,4,3,0.0,0.00012037630730132824,3,13,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3"
CIB2,3,1,6.076824555623588e-06,0.0,3,3,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CIC,0,1,0.0,0.0,12,275,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
CLASP1,37,25,0.0003633398937781908,0.002784703002441162,5,3,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CLCN2,7,13,0.0013098255588616203,0.0001454620496597509,3,17,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CLCN4,0,17,0.0,1.6661553002478094e-05,6,193,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 4, Autism 3, Autism S"
CLCN6,13,11,0.0012855989900318757,8.163463526731543e-05,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CLIC2,0,0,0.0,0.0,41,85,133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CLN3,7,11,0.0,0.0,8,16,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CLN5,11,11,0.0004462677423951615,0.0,8,16,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CLN6,13,11,0.0015296177318968507,0.0,8,16,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CLN8,9,11,0.000200336092876187,0.0,8,16,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Epilepsy 3, Autism 3"
CLP1,22,1,0.005444640123652834,0.0,10,10,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 2
CLPB,2,1,0.0,0.0,2,9,55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CLPP,4,4,6.788446184878811e-05,0.00163714060775665,2,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CLSTN1,0,3,0.0,0.00040911325561327454,3,191,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 4
CLTCL1,19,5,0.0009686916750879298,0.001004660044485447,8,8,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CMIP,1,0,0.0,0.0,1,1,221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CMPK2,2,1,0.0,0.0,2,9,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CNGB3,0,0,0.0,0.0,45,90,143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CNKSR2,11,35,3.163575279956561e-05,0.004506333524174417,6,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"Autism 2, Autism S"
CNNM2,0,3,0.0,0.00040911325561327454,4,131,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 3
CNOT3,2,2,0.0009433670364729625,2.2332979018542826e-05,7,10,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 1
CNR1,33,9,0.0022900449580645177,9.896618261981428e-05,9,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CNTN2,7,5,0.000263883441604342,0.006512807995241909,3,5,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Epilepsy 1
CNTN3,8,15,0.0,0.0,11,16,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
CNTN4,9,18,0.00019610685871706985,0.0011425804806719198,11,16,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CNTN5,9,17,0.0009433670364729623,0.0010169449380608984,11,16,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CNTN6,3,16,8.021731385886355e-05,0.0008392585382068639,11,8,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CNTNAP2,12,3,0.001965689173616954,0.0,6,5,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"Epilepsy 2, Autism 2, Autism S"
CNTNAP3,0,0,0.0,0.0,130,276,386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CNTNAP4,1,0,0.0,0.0,11,16,300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Autism 2
CNTNAP5,0,0,0.0,0.0,18,31,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Autism 3
